CDC,CSR,PSR,SS,SHS,"TOWN
(ALL)","CONTRACTOR/GRANTEE
(CDC)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"CONTRACTOR CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","REPORTING CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","CONTRACTOR/GRANTEE
(SHS)",ADDRESS,TOWN,ZIP,CONTACT PERSON,PHONE,EMAIL,DELEGATE,ADDRESS,TOWN,ZIP,DELEGATE CONTACT PERSON,PHONE,EMAIL,"PROGRAM/SITE/SUBGRANTEE 
(Registry Licensed Name)
(ALL)",ADDRESS,TOWN,ZIP,LICENSE #,NAEYC ID,NAEYC EXPIRATION,REGISTRY ID,FACILITY CODE (ECIS & PSIS),"PROGRAM/
SITE CONTACT
(CDC)","PHONE
(CDC)","EMAIL
(CDC)","PROGRAM/
SITE CONTACT
(SR)","PHONE
(SR)","EMAIL
(SR)","
SITE CONTACT (IF different from Contractor contact)
(SS)","PHONE
(SS)","EMAIL
(SS)","PROGRAM/
SITE CONTACT
(SHS)","PHONE
(SHS)","EMAIL
(SHS)","CONTACT LIAISON
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"REPORTING CONTACT
(CDC)",EMAIL,"FISCAL CONTACT 
(CDC)",EMAIL,"FISCAL CONTACT 
(SR)",EMAIL,"CHIEF ELECTED OFFICIAL, TITLE
(SR)",PHONE,EMAIL,"SUPERINTENDENT
(SR)",PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-1
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-2
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL
,,X,X,,BRIDGEPORT,,,,,,,Melissa Jenkins,203-275-1264,mjenkins@bridgeportedu.net,Melissa Jenkins,203-275-1264,mjenkins@bridgeportedu.net,,,,,,,,,,,,,,,Bridgeport BOE at Park City Magnet School,1526 Chopsey Hill Road,Bridgeport,06606,Exempt,726378,5/1/2022,1932,0151711,,,,Melissa Jenkins,203-275-1262,mjenkins@bridgeportedu.net,"Terese Maguire, Principal",203-275-2677,tmaguire@bridgeportedu.net,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport BOE at Read School,130 Ezra Street,Bridgeport,06606,Exempt,725921,4/1/2021,1872,0152511,,,,Melissa Jenkins,203-275-1262,mjenkins@bridgeportedu.net,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport BOE at Roosevelt School,680 Park Avenue,Bridgeport,06604,Exempt,597632,3/1/2025,1821,0152611,,,,Melissa Jenkins,203-275-1262,mjenkins@bridgeportedu.net,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport BOE at Skane School,2977 Madison Avenue,Bridgeport,06606,Exempt,210608,8/1/2021,6154,0154411,,,,Melissa Jenkins,203-275-1262,mjenkins@bridgeportedu.net,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport BOE at Tisdale School,250 Hollister Avenue,Bridgeport,06606,Exempt,725924,5/1/2021,1870,0152211,,,,Melissa Jenkins,203-275-1262,mjenkins@bridgeportedu.net,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport BOE at Waltersville School,150 Hallett Street,Bridgeport,06608,Exempt,725925,4/1/2021,1871,0153011,,,,Melissa Jenkins,203-275-1262,mjenkins@bridgeportedu.net,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,,X,,BRIDGEPORT,,,,,,,Melissa Jenkins,203-275-1264,mjenkins@bridgeportedu.net,Melissa Jenkins,203-275-1264,mjenkins@bridgeportedu.net,,,,,,,,,,,,,,,Bridgeport BOE at Winthrop School,85 Eckart Street,Bridgeport,06606,Exempt,729271,8/1/2023,7461,0153611,,,,,,,"Selena Morgan, Principal",203-275-3000,smorgan@bridgeportedu.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,BRIDGEPORT,"David Stevenson, Central CT Coast YMCA",1240 Chapel Street,New Haven,06511,203-777-9622,dstevenson@cccymca.org,,,,,,,,,,,,,,,,,,,,,Bridgeport YMCA/Kolbe Educational Center,401 Kossuth Street,Bridgeport,06608,16131,478425,10/1/2022,1376,0152741,Terry McCarthy,203-332-6447,tmccarthy@cccymca.org,Terry McCarthy,203-332-6447,tmccarthy@cccymca.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,Maria M. Valentin,mmvalentin@cccymca.org,Michelle Proscino,mproscino@cccymca.org,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport YMCA/SECC PALS 1 Child Care Center,650 Park Avenue,Bridgeport,06604,16081,578974,10/1/2024,330,0152341,,,,Maria Valentin,203-331-0200,mvalentin@cccymca.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
X,,,,X,BRIDGEPORT,"Tanya Lloyd, ABCD, Inc.",1070 Park Avenue,Bridgeport,06604,203-366-8241 x3268,tlloyd@alliancect.org,,,,,,,"ABCD, Inc.",1070 Park Avenue,Bridgeport,06604,Tanya Lloyd,203-366-8241 x3268,tlloyd@alliancect.org,,,,,,,,Bulls Head Hollow Head Start,108 Sanford Avenue,Bridgeport,06604,13451,Head Start,,1418,0151341,Francis Kalangala,203-366-8241,fkalangala@alliancect.org,,,,,,,Tamika Grace,203-338-9640,tgrace@abcd/prg,,,,,,,Francis Kalangala,fkalangala@alliancect.org,Rodney Dennis,ihayes@alliancect.org,,mproscino@cccymca.org,,,,,,,,,,,,,,,,,,
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,CES School Readiness,40 Lindeman Drive,Trumbull,06611,Exempt,724404,4/1/2024,1571,2438014,,,,Linda Page,203-365-8997,pagel@ces.k12.ct.us,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,X,BRIDGEPORT,,,,,,,,,,,,,"ABCD, Inc.",1070 Park Avenue,Bridgeport,06604,Tanya Lloyd,203-366-8241 x3268,tlloyd@alliancect.org,,,,,,,,Charles B. Tisdale Early Learning Center,1795 Stratford Avenue,Bridgeport,06607,70282,Head Start,,7516,0154041,,,,Marisol Younger,203-330-0166,myounger@alliancect.org,,,,Marisol Younger,203-330-0166,myounger@alliancect.org,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheyenne's Early Learning Center,4600 Main Street,Bridgeport,06606,70107,725695,3/1/2022,1918,0153741,,,,Jessica Garcia,203-380-2967,Cheycare.jessica@gmail.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Child's World,1245 Fairfield Avenue,Bridgeport,06605,14307,275344,12/1/2022,194,0150141,,,,Simone Buster,203-330-0801,funcreativechildren@yahoo.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Childhood Laboratory School (HCC),900 Lafayette,Bridgeport,06604,14510,278983,9/1/2022,23,0151941,,,,Kristin Lund,203-332-5030,klund@hcc.commnet.edu,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
X,,X,,,BRIDGEPORT,"Robert Dzurenda, Hall Neighborhood House",52 George E. Pipkin's Way,Bridgeport,06608,203-345-2040,rdzurenda@hnhonline.org,,,,,,,,,,,,,,,,,,,,,Hall Neighborhood House,52 George E. Pipkin Way,Bridgeport,06608,70386,588192,4/1/2020,162,0151841,Hector Burgos,203-345-2052,hburgos@hnhonline.org,Hector R. Burgos,203-345-2052,hburgos@hnhonline.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,Tatiana Monteiro,tmonteiro@hnhonline.org,Joseph Keyes,jkeyes@hnhonline.org,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Honey Bear Learning Center,1498 North Avenue,Stratford,06614,13395,275322,4/1/2023,169,1380441,,,,Catherine Vanicky,203-375-1866,director@honeybearct.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
X,,X,,,BRIDGEPORT,"Tanya Lloyd, ABCD, Inc.",1070 Park Avenue,Bridgeport,06604,203-366-8241 x3268,tlloyd@alliancect.org,,,,,,,,,,,,,,,,,,,,,Jaime A. Hulley Child Care Center,460 Lafayette Street,Bridgeport,06604,12832,727078,2/1/2024,1422,0151241,Francis Kalangala,203-366-8241,fkalangala@alliancect.org,Leesa Mullins,203-367-6801,lmullins@alliancect.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,Francis Kalangala,fkalangala@alliancect.org,Rodney Dennis,ihayes@alliancect.org,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingdom's Little Ones Academy,729 Union Street,Bridgeport,06607,70117,602817,6/1/2023,6427,0153041,,,,Kenya Moales-Byrd,203-330-1467,kmoalesbyrd@yahoo.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Lindsey's House Early Learning Center,625 North Avenue,Bridgeport,06606,70344,729656,Accredited by date 7/1/2020,7812,0154541,,,,Nkiruka Nzekwu,203-873-0088,LindseyshouseELC@gmail.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Loveable Angels Childcare Learning Center,1825 East Main Street,Bridgeport,06610,16843,726696,12/1/2023,6324,0153841,,,,Marangelly Morales,203-337-6614,lovableangels1825@yahoo.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
X,,,,X,BRIDGEPORT,"Tanya Lloyd, ABCD, Inc.",1070 Park Avenue,Bridgeport,06604,203-366-8241 x3268,tlloyd@alliancect.org,,,,,,,"ABCD, Inc.",1070 Park Avenue,Bridgeport,06604,Tanya Lloyd,203-366-8241 x3268,tlloyd@alliancect.org,,,,,,,,Lucille Johnson Child Care Center,816 Fairfield Avenue,Bridgeport,06604,15175,Head Start,,289,0150741,Francis Kalangala,203-366-8241,fkalangala@alliancect.org,,,,,,,Latoya Burroughs,203-331-4543,lburroughs@alliancect.org,,,,,,,Francis Kalangala,fkalangala@alliancect.org,Rodney Dennis,ihayes@alliancect.org,,,,,,,,,,,,,,,,,,,,
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Precious Memories Early Childhood Learning Center,3600 Main Street,Bridgeport,06606,15520,520864,10/1/2022,315,0152141,,,,Elizabeth Quinones,203-371-6992,equinones@pmelc.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Precious Memories Early Childhood Learning Center III,1332 North Avenue,Bridgeport,06604,70050,520864,10/1/2022,6275,0153941,,,,Keisha Griffiths,203-333-9131,kgriffiths@pmelc.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,Precious Memories Early Childhood Lrng Ctr II,753 Fairfield Avenue,Bridgeport,06604,16577,520864,10/1/2022,1926,0153241,,,,Maritza Gombos,203-333-1115,mgombos@pmelc.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
X,,,,,BRIDGEPORT,Dr. Sheila M. Kearney,368 Newfield Avenue,Bridgeport,06607,203-335-3828,sheilamkearney@gmail.com,,,,,,,,,,,,,,,,,,,,,St. Mark's Day Care Center,368-370 Newfield Avenue,Bridgeport,06607,14048,369292,7/1/2020,27,0152541,Dr. Sheila M. Kearney,203-335-3828,sheilamkearney@gmail.com,,,,,,,,,,,,,,,,Vine Samuels,vsmdcc@aol.com,Vine Samuels,vsmdcc@aol.com,,,,,,,,,,,,,,,,,,,,
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Paul's Child Development Center,1475 Noble Avenue,Bridgeport,06610,16808,95310,11/1/2023,1614,0152241,,,,Priscilla Henchman,203-384-6023,stpaulscdc@gmail.com,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRIDGEPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,YMCA PALS V Day Care,850 Park Avenue,Bridgeport,06604,15649,578974,10/1/2024,1814,0152441,,,,Maria Valentin,203-334-5551,mvalentin@cccymca.org,,,,,,,Lee Helmerich,45 Lyon Terrace,Bridgeport,06604,203-275-1265,lhelmerich@bridgeportedu.net,,,,,Michele Proscino,mproscino@cccymca.org,"Joseph Ganim, Mayor",203-576-7201,mayor@bridgeportct.gov,"Aresta Johnson, Superintendent",203-275-1000,ajohnson@bridgeportedu.net,Natisha Vidal,379 Bond Street,Bridgeport,06610,203-339-8835,nvidal@bridgeportedu.net,Tammy Papa,"45 Lyon Terrace, Room 301",Bridgeport,06604,203-576-7262,tammy.papa@bridgeportct.gov
,,X,,,BRISTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol BOE at Hubbell School,90 West Washington Street ,Bristol,06010,Exempt,726283,1/1/2022,7211,0171411,,,,Kristen Peck,860-584-7057,kristenpeck@bristolk12.org,,,,,,,Mary-Alice Petrucelli-Timek,21 Tuttle Road,Bristol,06010,860-584-7812 x451248,maryalicepetrucellitimek@bristolct.gov,,,,,Robin Manuele,robinmanuele@bristolct.gov,"Ellen Zoppo-Sasso, Mayor",860-584-6250,ellenzopposasso@bristolct.gov,Catherine Carbone,860-584-7006,catherinecarbone@bristolk12.org,Donna Osuch,"440 North Main Street, Suite D",Bristol,06010,860-582-9559,dosuch@uwwestcentralct.org,Azra Redzic,129 Church Street,Bristol,06010,860-584-7081,AzraRedzic@bristolk12.org
,,X,,,BRISTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol BOE at Ivy Drive,160 Ivy Drive,Bristol,06010,Exempt,725631,3/1/2021,7212,0171911,,,,Kristen Peck,860-584-7057,kristenpeck@bristolk12.org,,,,,,,Mary-Alice Petrucelli-Timek,21 Tuttle Road,Bristol,06010,860-584-7812 x451248,maryalicepetrucellitimek@bristolct.gov,,,,,Robin Manuele,robinmanuele@bristolct.gov,"Ellen Zoppo-Sasso, Mayor",860-584-6250,ellenzopposasso@bristolct.gov,Catherine Carbone,860-584-7006,catherinecarbone@bristolk12.org,Donna Osuch,"440 North Main Street, Suite D",Bristol,06010,860-582-9559,dosuch@uwwestcentralct.org,Azra Redzic,129 Church Street,Bristol,06010,860-584-7081,AzraRedzic@bristolk12.org
,,X,,,BRISTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol BOE at Mountain View School,71 Vera Road,Bristol,06010,Exempt,725631,3/1/2021,1894,0171711,,,,Kristen Peck,860-584-7057,kristenpeck@bristolk12.org,,,,,,,Mary-Alice Petrucelli-Timek,21 Tuttle Road,Bristol,06010,860-584-7812 x451248,maryalicepetrucellitimek@bristolct.gov,,,,,Robin Manuele,robinmanuele@bristolct.gov,"Ellen Zoppo-Sasso, Mayor",860-584-6250,ellenzopposasso@bristolct.gov,Catherine Carbone,860-584-7006,catherinecarbone@bristolk12.org,Donna Osuch,"440 North Main Street, Suite D",Bristol,06010,860-582-9559,dosuch@uwwestcentralct.org,Azra Redzic,129 Church Street,Bristol,06010,860-584-7081,AzraRedzic@bristolk12.org
,,X,,,BRISTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol BOE at South Side School,21 Tuttle Road,Bristol,06010,Exempt,726283,1/1/2022,2029,0171111,,,,Kristen Peck,860-584-7057,kristenpeck@bristolk12.org,,,,,,,Mary-Alice Petrucelli-Timek,21 Tuttle Road,Bristol,06010,860-584-7812 x451248,maryalicepetrucellitimek@bristolct.gov,,,,,Robin Manuele,robinmanuele@bristolct.gov,"Ellen Zoppo-Sasso, Mayor",860-584-6250,ellenzopposasso@bristolct.gov,Catherine Carbone,860-584-7006,catherinecarbone@bristolk12.org,Donna Osuch,"440 North Main Street, Suite D",Bristol,06010,860-582-9559,dosuch@uwwestcentralct.org,Azra Redzic,129 Church Street,Bristol,06010,860-584-7081,AzraRedzic@bristolk12.org
