Site Name,Full Address,Preschool Spaces,Infant/Toddler Spaces,School Age Spaces,All Available Spaces,Facility Code,Town Code,Address,Town,ZIP Code,Latitude,Longitude,Town from Census,lat,lon,person_id,senator_district,senator_full_name,senator_first_name,senator_last_name,senator_party,representative_district,representative_full_name,representative_first_name,representative_last_name,representative_party
Plymouth BOE at Plymouth Center School (& Plymounth FRC Preschool),107 North Street Plymouth CT 06782,22.0,0.0,,22.0,FC0001110211,111.0,107 North Street,Plymouth,06782,41.68068,-73.05219,PLYMOUTH,41.680679999999995,-73.05219,ocd-person/ed8c3238-f1f8-451c-8906-8feca116a025,31,Henri Martin,Henri,Martin,Republican,78,Whit Betts,Whit,Betts,Republican
Terryville-Plymouth Day Care-The Learning Center,9 North Riverside Avenue Terryville CT 06786,18.0,6.0,10.0,34.0,FC0001110541,111.0,9 North Riverside Avenue,Terryville,06786,41.680973,-73.00057,TERRYVILLE,41.680973,-73.00057,ocd-person/ed8c3238-f1f8-451c-8906-8feca116a025,31,Henri Martin,Henri,Martin,Republican,78,Whit Betts,Whit,Betts,Republican
Putnam School Readiness Child Care Program,33 Wicker Street Putnam CT 06260,89.0,0.0,,89.0,FC0001160141,116.0,33 Wicker Street,Putnam,06260,41.923695,-71.91777,PUTNAM,41.923695,-71.91776999999999,ocd-person/c30bb3b3-de40-4c0a-89a5-da36532694c9,29,Mae Flexer,Mae,Flexer,Democratic,51,Rick L. Hayes,Rick,Hayes,Republican
Scotland BOE at Scotland Elementary School,68 Brook Street Scotland CT 06264,18.0,0.0,,18.0,FC0001230111,123.0,68 Brook Street,Scotland,06264,,,,,,,,,,,,,,,,
TEAM Chatfield-LoPresti Preschool,51 Skokorat Street Seymour CT 06483,13.0,0.0,,13.0,FC0001240441,124.0,51 Skokorat Street,Seymour,06483,41.40413,-73.0552,SEYMOUR,41.40413,-73.0552,ocd-person/71c15656-a6f4-4b95-9537-69a82b2cb54c,32,Eric C. Berthel,Eric,Berthel,Republican,105,Nicole Klarides-Ditria,Nicole,Klarides-Ditria,Republican
Shelton School Readiness,183 Howe Avenue Shelton CT 06484,17.0,0.0,,17.0,FC0001260241,126.0,183 Howe Avenue,Shelton,06484,41.3111,-73.08749,SHELTON,41.3111,-73.08749,ocd-person/5acf728f-8ec5-4db5-b7eb-8dec668d0626,21,Kevin C. Kelly,Kevin,Kelly,Republican,113,Jason Perillo,Jason,Perillo,Republican
TEAM Shelton School Readiness-Grove St,54 Grove Street Shelton CT 06484,16.0,0.0,,16.0,FC0001260341,126.0,54 Grove Street,Shelton,06484,41.309288,-73.082306,SHELTON,41.309288,-73.082306,ocd-person/5acf728f-8ec5-4db5-b7eb-8dec668d0626,21,Kevin C. Kelly,Kevin,Kelly,Republican,113,Jason Perillo,Jason,Perillo,Republican
Somers BOE at Somers Elementary School,4 Vision Blvd. Somers CT 06071,15.0,0.0,,15.0,FC0001290411,129.0,4 Vision Blvd.,Somers,06071,41.98422,-72.499596,SOMERS,41.98422,-72.499596,ocd-person/ffa361d0-7471-450e-aee8-cb0c32ee2742,7,John A. Kissel,John,Kissel,Republican,52,Kurt Vail,Kurt,Vail,Republican
Margaret C. Griffin Child Development Center,240 Main Street Southington CT 06489,45.0,0.0,0.0,45.0,FC0001310141,131.0,240 Main Street,Southington,06489,41.596912,-72.87769,SOUTHINGTON,41.596911999999996,-72.87769,ocd-person/0cdb540d-c360-4981-b7a9-2a67e2f91121,16,Rob Sampson,Rob,Sampson,Republican,81,John Fusco,John,Fusco,Republican
Sprague BOE at Sayles School,25 Scotland Road Baltic CT 06330,30.0,0.0,,30.0,FC0001330111,133.0,25 Scotland Road,Baltic,06330,41.626553,-72.0857,BALTIC,41.626553,-72.0857,ocd-person/2342cde8-078f-4dd8-8879-f9fdaa036a94,19,Catherine A. Osten,Catherine,Osten,Democratic,47,Doug Dubitsky,Doug,Dubitsky,Republican
Stafford Springs BOE at Staffordville School,21 Lyons Road Stafford CT 06076,7.0,0.0,,7.0,FC0001340311,134.0,21 Lyons Road,Stafford,06076,41.994278,-72.25877,STAFFORD SPGS,41.994278,-72.25877,ocd-person/ffa361d0-7471-450e-aee8-cb0c32ee2742,35,Dan Champagne,Dan,Champagne,Republican,52,Kurt Vail,Kurt,Vail,Republican
Stafford Springs BOE at West Stafford School,153 W. Stafford Road Stafford CT 06076,15.0,0.0,,15.0,FC0001340411,134.0,153 W. Stafford Road,Stafford,06076,41.968952,-72.3472,STAFFORD SPGS,41.968952,-72.3472,ocd-person/ffa361d0-7471-450e-aee8-cb0c32ee2742,35,Dan Champagne,Dan,Champagne,Republican,52,Kurt Vail,Kurt,Vail,Republican
CLC Franklin Commons,141 Franklin Street Stamford CT 06902,40.0,0.0,0.0,40.0,FC0001356341,135.0,141 Franklin Street,Stamford,06902,41.059906,-73.54232,STAMFORD,41.059906,-73.54231999999999,ocd-person/2e21841e-7d65-4010-a0b2-c3bb779523c5,27,Carlo Leone,Carlo,Leone,Democratic,146,David Michel,David,Michel,Democratic
CLC Lathon Wider,137 Henry Street Stamford CT 06902,58.0,0.0,,58.0,FC0001355841,135.0,137 Henry Street,Stamford,06902,41.044685,-73.539375,STAMFORD,41.044685,-73.539375,ocd-person/2e21841e-7d65-4010-a0b2-c3bb779523c5,27,Carlo Leone,Carlo,Leone,Democratic,146,David Michel,David,Michel,Democratic
CLC Lockwood,93 Lockwood Avenue Stamford CT 06902,80.0,0.0,,80.0,FC0001351841,135.0,93 Lockwood Avenue,Stamford,06902,41.053444,-73.52148,STAMFORD,41.053444,-73.52148000000001,ocd-person/b0817ed7-2898-4824-934c-c49615c8b1ea,27,Carlo Leone,Carlo,Leone,Democratic,148,Daniel J. Fox,Daniel,Fox,Democratic
CLC Maple Ave,90 Maple Avenue Stamford CT 06902,100.0,0.0,,100.0,FC0001357141,135.0,90 Maple Avenue,Stamford,06902,41.053036,-73.52331,STAMFORD,41.053036,-73.52331,ocd-person/b0817ed7-2898-4824-934c-c49615c8b1ea,27,Carlo Leone,Carlo,Leone,Democratic,148,Daniel J. Fox,Daniel,Fox,Democratic
CLC Palmers Hill,64 Palmers Hill Road Stamford CT 06902,145.0,0.0,,145.0,FC0001355341,135.0,64 Palmers Hill Road,Stamford,06902,41.059204,-73.561615,STAMFORD,41.059204,-73.561615,ocd-person/fcf63a22-3979-4cbf-a719-0d414d13e1ac,36,Alex Kasser,Alex,Kasser,Democratic,145,Patricia Billie Miller,Patricia,Miller,Democratic
CLC Westover,412 Stillwater Avenue  Stamford CT 06902,20.0,0.0,0.0,20.0,FC0001356841,135.0,412 Stillwater Avenue ,Stamford,06902,41.057087,-73.55868,STAMFORD,41.057087,-73.55868000000001,ocd-person/fcf63a22-3979-4cbf-a719-0d414d13e1ac,27,Carlo Leone,Carlo,Leone,Democratic,145,Patricia Billie Miller,Patricia,Miller,Democratic
CLC William Pitt,195 Hillandale Avenue Stamford CT 06902,336.0,0.0,,336.0,FC0001356941,135.0,195 Hillandale Avenue,Stamford,06902,41.06526,-73.528015,STAMFORD,41.065259999999995,-73.528015,ocd-person/b0817ed7-2898-4824-934c-c49615c8b1ea,27,Carlo Leone,Carlo,Leone,Democratic,148,Daniel J. Fox,Daniel,Fox,Democratic
Stamford BOE @ Rippowam,381 High Ridge Road Stamford CT 06905,16.0,0.0,,16.0,FC0001356241,135.0,381 High Ridge Road,Stamford,06905,41.083927,-73.54907,STAMFORD,41.083927,-73.54907,ocd-person/ad606d1d-4567-41b6-8087-534555de2828,27,Carlo Leone,Carlo,Leone,Democratic,144,Caroline Simmons,Caroline,Simmons,Democratic
Stamford BOE at K.T. Murphy Elementary School,19 Horton Street Stamford CT 06902,15.0,0.0,,15.0,FC0001350511,135.0,19 Horton Street,Stamford,06902,41.04818,-73.510635,STAMFORD,41.04818,-73.510635,ocd-person/b0817ed7-2898-4824-934c-c49615c8b1ea,27,Carlo Leone,Carlo,Leone,Democratic,148,Daniel J. Fox,Daniel,Fox,Democratic
Sterling BOE at Sterling Community Preschool,251 Sterling Road Sterling CT 06377,24.0,0.0,,24.0,FC0001360311,136.0,251 Sterling Road,Sterling,06377,41.70789,-71.83339,STERLING,41.70789,-71.83339000000001,ocd-person/a648c360-3b9e-408d-ba2a-c171edada365,18,Heather S. Somers,Heather,Somers,Republican,45,Brian Lanoue,Brian,Lanoue,Republican
ABCD at the Church of the Holy Name of Jesus,1950 Barnum Avenue Stratford CT 06614,51.0,52.0,0.0,103.0,FC0001380341,138.0,1950 Barnum Avenue,Stratford,06614,41.192898,-73.14712,STRATFORD,41.192898,-73.14712,ocd-person/5acf728f-8ec5-4db5-b7eb-8dec668d0626,21,Kevin C. Kelly,Kevin,Kelly,Republican,121,Joseph P. Gresko,Joseph,Gresko,Democratic
Honey Bear Learning Center,1498 North Avenue Stratford CT 06614,24.0,0.0,,24.0,FC0001380441,138.0,1498 North Avenue,Stratford,06614,41.20396,-73.14029,STRATFORD,41.203959999999995,-73.14029000000001,ocd-person/d2a3535f-bdff-414c-8aaa-c3f3f203bc14,21,Kevin C. Kelly,Kevin,Kelly,Republican,120,Philip L. Young III,Philip,Young,Democratic
Stratford BOE at Franklin Elementary,1895 Barnum Avenue Stratford CT 06615,17.0,0.0,,17.0,FC0001380411,138.0,1895 Barnum Avenue,Stratford,06615,41.19317,-73.14629,STRATFORD,41.19317,-73.14629000000001,ocd-person/5acf728f-8ec5-4db5-b7eb-8dec668d0626,21,Kevin C. Kelly,Kevin,Kelly,Republican,121,Joseph P. Gresko,Joseph,Gresko,Democratic
Stratford BOE at Stratford Acad/Victoria Soto Sch,719 Birdseye Street Stratford CT 06615,25.0,0.0,,25.0,FC0001382211,138.0,719 Birdseye Street,Stratford,06615,41.18007,-73.140175,STRATFORD,41.18007,-73.140175,ocd-person/06bb6ad8-3238-4ba7-8f83-47507541a300,23,Dennis A. Bradley,Dennis,Bradley,Democratic,121,Joseph P. Gresko,Joseph,Gresko,Democratic
Play and Learn Child Development Center,30 North Main Street Thomaston CT 06787,17.0,0.0,,17.0,FC0001400141,140.0,30 North Main Street,Thomaston,06787,41.67509,-73.07188,THOMASTON,41.675090000000004,-73.07188000000001,ocd-person/e7f7ad52-69a8-4306-8dfe-02368f74d75b,31,Henri Martin,Henri,Martin,Republican,76,John E. Piscopo,John,Piscopo,Republican
Thomaston BOE at Little Bears University at Black Rock School,57 Branch Road Thomaston CT 06787,20.0,0.0,,20.0,FC0001400111,140.0,57 Branch Road,Thomaston,06787,41.69517,-73.110466,THOMASTON,41.695170000000005,-73.110466,ocd-person/e7f7ad52-69a8-4306-8dfe-02368f74d75b,30,Craig Miner,Craig,Miner,Republican,76,John E. Piscopo,John,Piscopo,Republican
Thompson BOE at Mary R. Fisher Elementary School,785 Riverside Drive N. Grosvenordale CT 06255,20.0,0.0,,20.0,FC0001410111,141.0,785 Riverside Drive,N. Grosvenordale,06255,41.97724,-71.90054,NORTH GROSVENORDALE,41.97724,-71.90054,ocd-person/c30bb3b3-de40-4c0a-89a5-da36532694c9,29,Mae Flexer,Mae,Flexer,Democratic,51,Rick L. Hayes,Rick,Hayes,Republican
Hilltop Christian Early Learning Center,837 Charles Street Torrington CT 06790,14.0,0.0,,14.0,FC0001430441,143.0,837 Charles Street,Torrington,06790,41.81988,-73.09376,TORRINGTON,41.81988,-73.09376,ocd-person/daf39ec5-3fcd-4d88-bd79-a5a9da8e45e6,8,Kevin D. Witkos,Kevin,Witkos,Republican,65,Michelle L. Cook,Michelle,Cook,Democratic
Torrington Child Care Center,338 Kennedy Drive Torrington CT 06790,52.0,0.0,,52.0,FC0001430141,143.0,338 Kennedy Drive,Torrington,06790,41.82358,-73.10058,TORRINGTON,41.82358,-73.10058000000001,ocd-person/daf39ec5-3fcd-4d88-bd79-a5a9da8e45e6,8,Kevin D. Witkos,Kevin,Witkos,Republican,65,Michelle L. Cook,Michelle,Cook,Democratic
ABCD at Middlebrooks School Child Care Center,240 Middlebrooks Avenue Trumbull CT 06611,20.0,0.0,0.0,20.0,FC0001440341,144.0,240 Middlebrooks Avenue,Trumbull,06611,41.24947,-73.2123,TRUMBULL,41.24947,-73.2123,ocd-person/41d83b98-d5ab-48db-b847-3a3e08194b4c,22,Marilyn V. Moore,Marilyn,Moore,Democratic,134,Laura M. Devlin,Laura,Devlin,Republican
ABCD at Trumbull Gardens Child Care Center,715 Trumbull Avenue Bridgeport CT 06606,34.0,8.0,0.0,42.0,FC0000153141,144.0,715 Trumbull Avenue,Bridgeport,06606,41.219303,-73.19976,BRIDGEPORT,41.219303000000004,-73.19976,ocd-person/41d83b98-d5ab-48db-b847-3a3e08194b4c,22,Marilyn V. Moore,Marilyn,Moore,Democratic,126,Charlie L. Stallworth,Charlie,Stallworth,Democratic
Indian Valley YMCA Rockville Child Care Center,23 Elm Street Vernon CT 06066,48.0,16.0,0.0,64.0,FC0001460341,146.0,23 Elm Street,Vernon,06066,41.867966,-72.44957,VERNON,41.867965999999996,-72.44957,ocd-person/ee35378a-f19c-4edf-a6ed-826d62adcced,35,Dan Champagne,Dan,Champagne,Republican,56,Michael A. Winkler,Michael,Winkler,Democratic
Vernon Preschool Collaborative at Center Road School,20 Center Road Vernon CT 06066,32.0,0.0,,32.0,FC0001461411,146.0,20 Center Road,Vernon,06066,41.83986,-72.46784,VERNON,41.839859999999994,-72.46784,ocd-person/ee35378a-f19c-4edf-a6ed-826d62adcced,35,Dan Champagne,Dan,Champagne,Republican,56,Michael A. Winkler,Michael,Winkler,Democratic
Voluntown BOE at Voluntown Elementary School,"195 Main Street, P.O. Box 129 Voluntown CT 06384",44.0,0.0,,44.0,FC0001470111,147.0,"195 Main Street, P.O. Box 129",Voluntown,06384,41.573574,-71.865715,VOLUNTOWN,41.573574,-71.86571500000001,ocd-person/a648c360-3b9e-408d-ba2a-c171edada365,18,Heather S. Somers,Heather,Somers,Republican,45,Brian Lanoue,Brian,Lanoue,Republican
Wallingford BOE at Highland Elementary School,200 Highland Road Wallingford CT 06492,30.0,0.0,,30.0,FC0001480211,148.0,200 Highland Road,Wallingford,06492,41.488297,-72.84211,WALLINGFORD,41.488296999999996,-72.84210999999999,ocd-person/ca523a61-6db3-47c6-bf1f-8fd7638e999f,34,Paul Cicarella,,,Republican,90,Craig C. Fishbein,Craig,Fishbein,Republican
Wallingford BOE at Moses Y. Beach School,340 North Main Street Wallingford CT 06492,30.0,0.0,,30.0,FC0001480111,148.0,340 North Main Street,Wallingford,06492,41.459568,-72.81452,WALLINGFORD,41.459568,-72.81452,ocd-person/ca523a61-6db3-47c6-bf1f-8fd7638e999f,34,Paul Cicarella,,,Republican,90,Craig C. Fishbein,Craig,Fishbein,Republican
Wallingford Community Day Care,80 Wharton Brook Drive Wallingford CT 06492,34.0,20.0,0.0,54.0,FC0001480141,148.0,80 Wharton Brook Drive,Wallingford,06492,41.439983,-72.81729,WALLINGFORD,41.439983000000005,-72.81729,ocd-person/ca523a61-6db3-47c6-bf1f-8fd7638e999f,34,Paul Cicarella,,,Republican,85,Mary M. Mushinsky,Mary,Mushinsky,Democratic
Ark Child Development Center,2030 East Main Street Waterbury CT 06705,20.0,0.0,,20.0,FC0001510441,151.0,2030 East Main Street,Waterbury,06705,41.543526,-73.00861,WATERBURY,41.543526,-73.00861,ocd-person/1e5a518e-ddf5-4976-b239-9a5324339a47,15,Joan V. Hartley,Joan,Hartley,Democratic,74,Michael DiGiovancarlo,,,Democratic
Catholic Charities Child Development Center - South Main Street,965 South Main Street Waterbury CT 06704,40.0,15.0,0.0,55.0,FC0001512341,151.0,965 South Main Street,Waterbury,06704,41.54292,-73.03752,WATERBURY,41.54292,-73.03752,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
Children's Community School,31 Wolcott Street Waterbury CT 06702,36.0,0.0,,36.0,FC0001511221,151.0,31 Wolcott Street,Waterbury,06702,41.553284,-73.02663,WATERBURY,41.553284000000005,-73.02663000000001,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
Children's Ctr Greater Waterbury Health Network (Easter Seals),172 Grandview Avenue Waterbury CT 06708,92.0,0.0,,92.0,FC0001510941,151.0,172 Grandview Avenue,Waterbury,06708,41.56083,-73.06185,WATERBURY,41.560829999999996,-73.06185,ocd-person/71fb3504-679f-419d-86bf-d1ae7d573244,15,Joan V. Hartley,Joan,Hartley,Democratic,73,Ronald A. Napoli Jr.,Ronald,Napoli,Democratic
Easterseals Children's Academy East Campus,128 Avenue of Industry Waterbury CT 06705,112.0,0.0,,112.0,FC0001511141,151.0,128 Avenue of Industry,Waterbury,06705,41.551098,-72.96616,WATERBURY,41.551097999999996,-72.96616,ocd-person/0cdb540d-c360-4981-b7a9-2a67e2f91121,16,Rob Sampson,Rob,Sampson,Republican,74,Michael DiGiovancarlo,,,Democratic
Easterseals Children's Academy West Campus,22 Tompkins Street Waterbury CT 06708,70.0,0.0,,70.0,FC0001511241,151.0,22 Tompkins Street,Waterbury,06708,41.574444,-73.066025,WATERBURY,41.574444,-73.066025,ocd-person/71fb3504-679f-419d-86bf-d1ae7d573244,15,Joan V. Hartley,Joan,Hartley,Democratic,73,Ronald A. Napoli Jr.,Ronald,Napoli,Democratic
Greater Waterbury YMCA Child Care Center,136 West Main Street Waterbury CT 06702,234.0,0.0,,234.0,FC0001512241,151.0,136 West Main Street,Waterbury,06702,41.556973,-73.0429,WATERBURY,41.556973,-73.0429,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
Muriel H. Moore Child Development Center,444 North Main Street Waterbury CT 06702,209.0,39.0,,248.0,FC0001510141,151.0,444 North Main Street,Waterbury,06702,41.56066,-73.03444,WATERBURY,41.56066,-73.03444,ocd-person/47282285-14de-4306-b33f-a82754702ec5,15,Joan V. Hartley,Joan,Hartley,Democratic,72,Larry B. Butler,Larry,Butler,Democratic
"Rainbow Academy, Inc.",145 Bucks Hill Road Waterbury CT 06704,22.0,0.0,,22.0,FC0001511741,151.0,145 Bucks Hill Road,Waterbury,06704,41.59455,-73.02983,WATERBURY,41.59455,-73.02983,ocd-person/71fb3504-679f-419d-86bf-d1ae7d573244,15,Joan V. Hartley,Joan,Hartley,Democratic,73,Ronald A. Napoli Jr.,Ronald,Napoli,Democratic
St. Mary's Hospital Child Development Center,100 Jefferson Square Waterbury CT 06706,35.0,0.0,,35.0,FC0001511941,151.0,100 Jefferson Square,Waterbury,06706,41.553135,-73.039505,WATERBURY,41.553135,-73.039505,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
TEAM - Slocum Center,25 Rumford Street Waterbury CT 06704,142.0,33.0,0.0,175.0,FC0001512441,151.0,25 Rumford Street,Waterbury,06704,41.56319,-73.02389,WATERBURY,41.563190000000006,-73.02389000000001,ocd-person/47282285-14de-4306-b33f-a82754702ec5,15,Joan V. Hartley,Joan,Hartley,Democratic,72,Larry B. Butler,Larry,Butler,Democratic
The Ark Early Care and Education Center,222 West Main Street Waterbury CT 06702,59.0,0.0,,59.0,FC0001510541,151.0,222 West Main Street,Waterbury,06702,41.55736,-73.04492,WATERBURY,41.557359999999996,-73.04491999999999,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
The Center for Early Childhood Education at NVCC,750 Chase Parkway Waterbury CT 06708,22.0,0.0,,22.0,FC0001511641,151.0,750 Chase Parkway,Waterbury,06708,41.5468,-73.07294,WATERBURY,41.5468,-73.07294,ocd-person/71fb3504-679f-419d-86bf-d1ae7d573244,15,Joan V. Hartley,Joan,Hartley,Democratic,73,Ronald A. Napoli Jr.,Ronald,Napoli,Democratic
Waterbury BOE at Bucks Hill Annex,330 Bucks Hill Road Waterbury CT 06704,92.0,0.0,,92.0,FC0001518011,151.0,330 Bucks Hill Road,Waterbury,06704,41.600002,-73.03031,WATERBURY,41.600002,-73.03031,ocd-person/47282285-14de-4306-b33f-a82754702ec5,15,Joan V. Hartley,Joan,Hartley,Democratic,72,Larry B. Butler,Larry,Butler,Democratic
Waterbury BOE at Carrington School,24 Kenmore Avenue Waterbury CT 06704,35.0,0.0,,35.0,FC0001512711,151.0,24 Kenmore Avenue,Waterbury,06704,41.571056,-73.08332,WATERBURY,,,,,,,,,,,,,
Waterbury BOE at Chase School,40 Woodtick Road Waterbury CT 06705,10.0,0.0,,10.0,FC0001510711,151.0,40 Woodtick Road,Waterbury,06705,41.553528,-73.005646,WATERBURY,41.553528,-73.005646,ocd-person/0cdb540d-c360-4981-b7a9-2a67e2f91121,16,Rob Sampson,Rob,Sampson,Republican,74,Michael DiGiovancarlo,,,Democratic
Waterbury BOE at Driggs School,77 Woodlawn Terrace Waterbury CT 06710,36.0,0.0,,36.0,FC0001510911,151.0,77 Woodlawn Terrace,Waterbury,06710,41.564075,-73.042725,WATERBURY,41.564075,-73.042725,ocd-person/47282285-14de-4306-b33f-a82754702ec5,15,Joan V. Hartley,Joan,Hartley,Democratic,72,Larry B. Butler,Larry,Butler,Democratic
Waterbury BOE at Duggan School,38 West Porter Street Waterbury CT 06710,28.0,0.0,,28.0,FC0001511611,151.0,38 West Porter Street,Waterbury,06710,41.542904,-73.04739,WATERBURY,41.542904,-73.04739000000001,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
Waterbury BOE at Gilmartin School,94 Spring Lake Waterbury CT 06706,28.0,0.0,,28.0,FC0001512611,151.0,94 Spring Lake,Waterbury,06706,41.52608,-73.02785,WATERBURY,41.52608,-73.02785,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,71,Anthony J. D'Amelio,Anthony,D'Amelio,Republican
Waterbury BOE at Jonathan Reed School,32 Griggs Street Waterbury CT 06704,28.0,0.0,,28.0,FC0001513411,151.0,32 Griggs Street,Waterbury,06704,41.56539,-73.028435,WATERBURY,41.56539,-73.028435,ocd-person/47282285-14de-4306-b33f-a82754702ec5,15,Joan V. Hartley,Joan,Hartley,Democratic,72,Larry B. Butler,Larry,Butler,Democratic
Waterbury BOE at Sprague School,1443 Thomaston Avenue Waterbury CT 06704,86.0,0.0,,86.0,FC0001512011,151.0,1443 Thomaston Avenue,Waterbury,06704,41.58633,-73.04952,WATERBURY,41.58633,-73.04952,ocd-person/71fb3504-679f-419d-86bf-d1ae7d573244,15,Joan V. Hartley,Joan,Hartley,Democratic,73,Ronald A. Napoli Jr.,Ronald,Napoli,Democratic
Waterbury BOE at Washington School,685 Baldwin Street Waterbury CT 06706,10.0,0.0,,10.0,FC0001512311,151.0,685 Baldwin Street,Waterbury,06706,41.543304,-73.03406,WATERBURY,41.543304,-73.03406,ocd-person/2c22d680-9e92-423b-a943-20571186c91a,15,Joan V. Hartley,Joan,Hartley,Democratic,75,Geraldo C. Reyes Jr.,Geraldo,Reyes,Democratic
Kangaroo's Korner Day Care,120 French Mountain Rd. Watertown CT 06795,0.0,12.0,0.0,12.0,FC0001530141,153.0,120 French Mountain Rd.,Watertown,06795,41.59835,-73.109085,WATERTOWN,41.59835,-73.109085,ocd-person/df318645-047c-46a5-be61-682a7272e6b6,32,Eric C. Berthel,Eric,Berthel,Republican,68,Joe Polletta,Joe,Polletta,Republican
Beatrice Fox Auerbach Early Child Center,335 Bloomfield Avenue West Hartford CT 06117,3.0,0.0,,3.0,FC0001550441,155.0,335 Bloomfield Avenue,West Hartford,06117,41.80037,-72.72433,WEST HARTFORD,41.80037,-72.72433000000001,ocd-person/26149cc4-f15a-46fb-a9a5-7bc0544dc287,5,Derek Slap,Derek,Slap,Democratic,18,Jillian Gilchrest,Jillian,Gilchrest,Democratic
Knight Hall School & Child Care Center,411 Park Road West Hartford CT 06119,4.0,0.0,,4.0,FC0001550541,155.0,411 Park Road,West Hartford,06119,41.755203,-72.7324,WEST HARTFORD,41.755203,-72.7324,ocd-person/96fa444a-7e86-4ead-9d2e-c3ffef258be2,5,Derek Slap,Derek,Slap,Democratic,20,Kate Farrar,,,Democratic
The School for Young Children at The University of Saint Joseph,238 Steele Road West Hartford CT 06117,6.0,0.0,,6.0,FC0001550341,155.0,238 Steele Road,West Hartford,06117,41.780956,-72.72442,WEST HARTFORD,41.780956,-72.72442,ocd-person/26149cc4-f15a-46fb-a9a5-7bc0544dc287,5,Derek Slap,Derek,Slap,Democratic,18,Jillian Gilchrest,Jillian,Gilchrest,Democratic
West Hartford BOE at Charter Oak Academy,425 Oakwood Avenue West Hartford CT 06110,51.0,0.0,,51.0,FC0001550511,155.0,425 Oakwood Avenue,West Hartford,06110,41.744164,-72.72085,WEST HARTFORD,41.744164000000005,-72.72085,ocd-person/96fa444a-7e86-4ead-9d2e-c3ffef258be2,5,Derek Slap,Derek,Slap,Democratic,20,Kate Farrar,,,Democratic
West Hartford BOE at Smith Preschool,64 St. James Street West Hartford CT 09119,3.0,0.0,,3.0,FC0001551711,155.0,64 St. James Street,West Hartford,09119,41.751423,-72.724785,WEST HARTFORD,41.751422999999996,-72.724785,ocd-person/96fa444a-7e86-4ead-9d2e-c3ffef258be2,5,Derek Slap,Derek,Slap,Democratic,20,Kate Farrar,,,Democratic
West Hartford BOE at Webster Hill School,125 Webster Hill Blvd. West Hartford CT 06107,3.0,0.0,,3.0,FC0001551211,155.0,125 Webster Hill Blvd.,West Hartford,06107,41.742764,-72.74063,WEST HARTFORD,41.742764,-72.74063000000001,ocd-person/96fa444a-7e86-4ead-9d2e-c3ffef258be2,5,Derek Slap,Derek,Slap,Democratic,20,Kate Farrar,,,Democratic
YWCA Child Care-Elmwood Center,1106 New Britain Avenue West Hartford CT 06110,15.0,0.0,,15.0,FC0000644141,155.0,1106 New Britain Avenue,West Hartford,06110,41.7327,-72.731926,WEST HARTFORD,41.7327,-72.731926,ocd-person/96fa444a-7e86-4ead-9d2e-c3ffef258be2,5,Derek Slap,Derek,Slap,Democratic,20,Kate Farrar,,,Democratic
Kiddie Tech University,1120 Boston Post Road West Haven CT 06516,25.0,0.0,,25.0,FC0001560541,156.0,1120 Boston Post Road,West Haven,06516,41.28223,-72.981766,W HAVEN,41.28223,-72.98176600000001,ocd-person/ad0dd078-9756-4d8a-ba91-dcdf9dbd007b,10,Gary A. Winfield,Gary,Winfield,Democratic,116,Michael A. DiMassa,Michael,DiMassa,Democratic
Kid's Club Learning and Day Care,270 Center Street West Haven CT 06516,51.0,0.0,,51.0,FC0001560241,156.0,270 Center Street,West Haven,06516,41.273895,-72.94993,W HAVEN,41.273895,-72.94993000000001,ocd-person/102845da-9b93-400d-b58a-fa3e7df1806e,10,Gary A. Winfield,Gary,Winfield,Democratic,115,Dorinda Borer,Dorinda,Borer,Democratic
Tutor Time of West Haven,221 Bull Hill Lane West Haven CT 06516,75.0,0.0,,75.0,FC0001560341,156.0,221 Bull Hill Lane,West Haven,06516,41.27251,-72.9857,W HAVEN,41.27251,-72.9857,ocd-person/ad0dd078-9756-4d8a-ba91-dcdf9dbd007b,10,Gary A. Winfield,Gary,Winfield,Democratic,116,Michael A. DiMassa,Michael,DiMassa,Democratic
